,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
52711,DD201708167493987748536500907,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-15 21:08:00,C,已出货未退款,已提现,饮料,茶饮料
52713,DD20170606131632305D98861699A,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-15 22:27:00,C,已出货未退款,已提现,饮料,茶饮料
52714,DD2017062314320062A05F097870A,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-16 07:44:00,C,已出货未退款,已提现,饮料,茶饮料
52716,DD2017062310394560DC1284FEF78,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-16 11:28:00,C,已出货未退款,已提现,饮料,茶饮料
52717,DD201708167493997214348384757,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-16 15:42:00,C,已出货未退款,已提现,饮料,茶饮料
52720,DD20170321220059217AD40C640D7,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-16 21:25:00,C,已出货未退款,已提现,饮料,茶饮料
52721,DD201703220002529534234C55148,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-16 21:30:00,C,已出货未退款,已提现,饮料,茶饮料
52723,DD2017062223344652BAADB03908E,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-17 01:20:00,C,已出货未退款,已提现,饮料,茶饮料
52724,DD2017033014000454337738E48A6,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-17 04:06:00,C,已出货未退款,已提现,饮料,茶饮料
52725,DD20170330143358608B0D685834D,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-17 04:07:00,C,已出货未退款,已提现,饮料,茶饮料
52727,DD2017062222053818E43A5992860,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-17 04:34:00,C,已出货未退款,已提现,饮料,茶饮料
52735,DD201706221226318574DFEA6D5F0,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-18 00:11:00,C,已出货未退款,已提现,饮料,茶饮料
52741,DD20170621214638219438E6B8CB0,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-18 10:10:00,C,已出货未退款,已提现,饮料,茶饮料
52756,DD2017050111412941F457557953E,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-19 17:58:00,C,已出货未退款,已提现,饮料,茶饮料
52757,DD2017062101225233A9DE4EBFDFD,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-19 19:39:00,C,已出货未退款,已提现,饮料,茶饮料
52770,DD20170505145310803F019678F86,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-20 20:57:00,C,已出货未退款,已提现,饮料,茶饮料
52786,DD20170618170537966B9A07F1FF1,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-22 21:46:00,C,已出货未退款,已提现,饮料,茶饮料
52792,DD2017082604445524CB94DB972AA,E43A6E078A04228,4.0,4.0,统一绿茶,2017-12-23 22:34:00,C,已出货未退款,已提现,饮料,茶饮料
52799,DD2017061710304646A8DACE5FE41,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-24 15:36:00,C,已出货未退款,已提现,饮料,茶饮料
52804,DD201708261958201172576541456,E43A6E078A04228,3.5,3.5,统一绿茶,2017-12-25 08:47:00,C,已出货未退款,已提现,饮料,茶饮料
52817,DD2017061108152952C87A58EB103,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-25 20:50:00,C,已出货未退款,已提现,饮料,茶饮料
52823,DD2017061603021594590312466B8,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-26 12:23:00,C,已出货未退款,已提现,饮料,茶饮料
52833,DD2017060315305828962CAB668EC,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-27 04:30:00,C,已出货未退款,已提现,饮料,茶饮料
52836,DD201706151350074704DA0D020DA,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-27 10:02:00,C,已出货未退款,已提现,饮料,茶饮料
52840,DD2017082818290479F9F4060CA90,E43A6E078A04228,3.5,3.5,统一绿茶,2017-12-27 17:03:00,C,已出货未退款,已提现,饮料,茶饮料
52842,DD2017061423394915D2B9E61FE83,E43A6E078A04228,3.0,3.0,统一绿茶,2017-12-28 03:01:00,C,已出货未退款,已提现,饮料,茶饮料
52861,DD201708167493182091263743368,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-01-30 07:42:00,C,已出货未退款,已提现,饮料,乳制品
52867,DD201708167493309369009371558,E43A6E078A04228,33.0,33.0,205g伊利安慕希原味,2017-04-14 22:25:00,C,已出货未退款,已提现,饮料,乳制品
52868,DD2017081674930156387777925652,E43A6E078A04228,11.0,11.0,205g伊利安慕希原味,2017-04-15 20:52:00,C,已出货未退款,已提现,饮料,乳制品
52878,DD2017081674930514546474081318,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-04-28 04:34:00,C,已出货未退款,已提现,饮料,乳制品
52895,DD201708167493368861128625833,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-05-20 18:00:00,C,已出货未退款,已提现,饮料,乳制品
52896,DD201708167493134936216344107,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-05-22 21:22:00,C,已出货未退款,已提现,饮料,乳制品
52910,DD201708167493485533286803258,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-06-01 22:42:00,C,已出货未退款,已提现,饮料,乳制品
52925,DD201708167493451968888794221,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-06-13 21:49:00,C,已出货未退款,已提现,饮料,乳制品
52926,DD201708167493540740110954276,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-06-15 11:45:00,C,已出货未退款,已提现,饮料,乳制品
52927,DD201708167493286860767382816,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-06-15 12:45:00,C,已出货未退款,已提现,饮料,乳制品
52929,DD201708167493505573407927953,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-06-16 17:03:00,C,已出货未退款,已提现,饮料,乳制品
52933,DD201708167493640320684097937,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-06-18 23:31:00,C,已出货未退款,已提现,饮料,乳制品
52935,DD201708167493472564222214365,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-06-20 11:14:00,C,已出货未退款,已提现,饮料,乳制品
52939,DD201708167493330363495233424,E43A6E078A04228,16.5,16.5,205g伊利安慕希原味,2017-06-22 00:16:00,C,已出货未退款,已提现,饮料,乳制品
52941,DD201708167493337853179327187,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-06-23 09:01:00,C,已出货未退款,已提现,饮料,乳制品
52946,DD201708167493350028895427075,E43A6E078A04228,16.5,16.5,205g伊利安慕希原味,2017-06-25 10:03:00,C,已出货未退款,已提现,饮料,乳制品
52950,DD20170816749335762232015269,E43A6E078A04228,25.0,25.0,205g伊利安慕希原味,2017-06-26 19:07:00,C,已出货未退款,已提现,饮料,乳制品
52951,DD20170816749335788627133513,E43A6E078A04228,11.0,11.0,205g伊利安慕希原味,2017-06-26 19:36:00,C,已出货未退款,已提现,饮料,乳制品
52955,DD201708167493451079397524619,E43A6E078A04228,11.0,11.0,205g伊利安慕希原味,2017-06-28 18:35:00,C,已出货未退款,已提现,饮料,乳制品
52957,DD201708167493586338739056818,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-06-29 20:55:00,C,已出货未退款,已提现,饮料,乳制品
52967,DD201708167493421684672363413,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-07-30 21:07:00,C,已出货未退款,已提现,饮料,乳制品
52974,DD201708167493892682726899399,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-08-23 19:00:00,C,已出货未退款,已提现,饮料,乳制品
52975,DD2017081674935585436860487,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-08-25 15:12:00,C,已出货未退款,已提现,饮料,乳制品
52977,DD201708167493101430243180544,E43A6E078A04228,11.0,11.0,205g伊利安慕希原味,2017-09-02 15:22:00,C,已出货未退款,已提现,饮料,乳制品
52979,DD201708167493585053678070845,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-09-05 10:55:00,C,已出货未退款,已提现,饮料,乳制品
52987,DD201708167493451335102804694,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-09-08 17:19:00,C,已出货未退款,已提现,饮料,乳制品
53006,DD201708167493160763373810378,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-09-23 17:36:00,C,已出货未退款,已提现,饮料,乳制品
53009,DD2017081674930644855375835109,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-09-24 18:48:00,C,已出货未退款,已提现,饮料,乳制品
53012,DD201708167493576721776427949,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-09-28 16:52:00,C,已出货未退款,已提现,饮料,乳制品
53023,DD201708167493404800371407952,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-10-03 20:08:00,C,已出货未退款,已提现,饮料,乳制品
53034,DD201708167493454107592100861,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-10-11 01:02:00,C,已出货未退款,已提现,饮料,乳制品
53036,DD201708167493461808031760915,E43A6E078A04228,11.0,11.0,205g伊利安慕希原味,2017-10-11 19:14:00,C,已出货未退款,已提现,饮料,乳制品
53049,DD201708167493828019115788354,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-10-21 13:51:00,C,已出货未退款,已提现,饮料,乳制品
53052,DD201708167493590652448941236,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-10-24 09:56:00,C,已出货未退款,已提现,饮料,乳制品
53054,DD201708167493603497960246232,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-10-25 15:24:00,C,已出货未退款,已提现,饮料,乳制品
53073,DD2017081674932418996471271,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-11-05 15:39:00,C,已出货未退款,已提现,饮料,乳制品
53077,DD201708167493742719022393786,E43A6E078A04228,11.0,11.0,205g伊利安慕希原味,2017-11-06 12:42:00,C,已出货未退款,已提现,饮料,乳制品
53081,DD201708167493557599808364638,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-11-08 08:58:00,C,已出货未退款,已提现,饮料,乳制品
53085,DD201708167493208160659249183,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-11-09 15:57:00,C,已出货未退款,已提现,饮料,乳制品
53090,DD2017081674930543661072507623,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-11-12 19:34:00,C,已出货未退款,已提现,饮料,乳制品
53094,DD201708167493757925575627254,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-11-14 16:50:00,C,已出货未退款,已提现,饮料,乳制品
53096,DD201708167493459935343070711,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-11-15 09:13:00,C,已出货未退款,已提现,饮料,乳制品
53107,DD201708167493713281367627338,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-11-18 18:18:00,C,已出货未退款,已提现,饮料,乳制品
53122,DD201708167493783457185496255,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-12-04 16:19:00,C,已出货未退款,已提现,饮料,乳制品
53123,DD201708167493679857617282816,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-12-04 16:51:00,C,已出货未退款,已提现,饮料,乳制品
53124,DD201708167493800191698103886,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-12-05 15:18:00,C,已出货未退款,已提现,饮料,乳制品
53125,DD201708167493805519906020083,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-12-05 21:05:00,C,已出货未退款,已提现,饮料,乳制品
53128,DD201708167493816136918846292,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-12-06 20:41:00,C,已出货未退款,已提现,饮料,乳制品
53139,DD201708167493535701626944258,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-12-10 22:18:00,C,已出货未退款,已提现,饮料,乳制品
53143,DD2017081674930332225337831769,E43A6E078A04228,5.5,5.5,205g伊利安慕希原味,2017-12-21 15:57:00,C,已出货未退款,已提现,饮料,乳制品
53147,DD201708167493290757599458249,E43A6E078A04228,5.0,5.0,205g伊利安慕希原味,2017-12-29 14:52:00,C,已出货未退款,已提现,饮料,乳制品
53153,DD201708167493127973244503827,E43A6E078A04228,7.0,7.0,34g公仔迷你杯牛肉味,2017-05-21 16:07:00,C,已出货未退款,已提现,非饮料,方便速食
53154,DD201708167493142326420116036,E43A6E078A04228,7.0,7.0,34g公仔迷你杯牛肉味,2017-05-23 21:56:00,C,已出货未退款,已提现,非饮料,方便速食
53159,DD201708167493205435840931862,E43A6E078A04228,7.0,7.0,34g公仔迷你杯牛肉味,2017-06-02 20:46:00,C,已出货未退款,已提现,非饮料,方便速食
53161,DD201708167493238848510982542,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-06-08 08:50:00,C,已出货未退款,已提现,非饮料,方便速食
53164,DD201708167493280205443663246,E43A6E078A04228,7.0,7.0,34g公仔迷你杯牛肉味,2017-06-14 07:43:00,C,已出货未退款,已提现,非饮料,方便速食
53172,DD201708167493627636758036396,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-06-26 12:49:00,C,已出货未退款,已提现,非饮料,方便速食
53174,DD201708167493720321535215085,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-08-06 13:14:00,C,已出货未退款,已提现,非饮料,方便速食
53192,DD201708167493460635180807212,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-10-15 20:51:00,C,已出货未退款,已提现,非饮料,方便速食
53199,DD201708167493584069377758671,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-10-23 12:38:00,C,已出货未退款,已提现,非饮料,方便速食
53203,DD2017081674930133422613629382,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-11-13 12:08:00,C,已出货未退款,已提现,非饮料,方便速食
53210,DD201708167493738967470300073,E43A6E078A04228,14.0,14.0,34g公仔迷你杯牛肉味,2017-12-01 20:11:00,C,已出货未退款,已提现,非饮料,方便速食
53212,DD201708167493781837706225822,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-12-04 15:26:00,C,已出货未退款,已提现,非饮料,方便速食
53213,DD201708167493650202744779761,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-12-10 00:15:00,C,已出货未退款,已提现,非饮料,方便速食
53214,DD201708167493883158133966532,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-12-10 08:16:00,C,已出货未退款,已提现,非饮料,方便速食
53215,DD201708167493303776949054448,E43A6E078A04228,3.5,3.5,34g公仔迷你杯牛肉味,2017-12-23 08:59:00,C,已出货未退款,已提现,非饮料,方便速食
53223,DD201708167493897544848114258,E43A6E078A04228,3.5,3.5,维他奶黑豆奶饮品,2017-11-07 20:05:00,C,已出货未退款,已提现,饮料,植物蛋白
53224,DD201708167493655227736941897,E43A6E078A04228,3.5,3.5,维他奶黑豆奶饮品,2017-11-08 12:27:00,C,已出货未退款,已提现,饮料,植物蛋白
53233,DD201708167493181920694067355,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-01-30 05:05:00,C,已出货未退款,已提现,饮料,果蔬饮料
53237,DD201708167493563908055846256,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-02-02 08:50:00,C,已出货未退款,已提现,饮料,果蔬饮料
53238,DD201708167493555027685456864,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-02-27 08:58:00,C,已出货未退款,已提现,饮料,果蔬饮料
53240,DD201708167493672869376797551,E43A6E078A04228,12.0,12.0,450ml美汁源果粒橙,2017-03-29 23:38:00,C,已出货未退款,已提现,饮料,果蔬饮料
53242,DD2017081674930123325301612639,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-04-13 18:56:00,C,已出货未退款,已提现,饮料,果蔬饮料
53243,DD201708167493318624848305563,E43A6E078A04228,3.0,3.0,450ml美汁源果粒橙,2017-04-14 11:25:00,C,已出货未退款,已提现,饮料,果蔬饮料
53251,DD2017081674930727375635023419,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-05-05 07:50:00,C,已出货未退款,已提现,饮料,果蔬饮料
53252,DD2017081674930754019453419151,E43A6E078A04228,8.0,8.0,450ml美汁源果粒橙,2017-05-05 19:33:00,C,已出货未退款,已提现,饮料,果蔬饮料
53254,DD2017081674930940651336893402,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-05-11 17:12:00,C,已出货未退款,已提现,饮料,果蔬饮料
53258,DD201708167493128234412692152,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-05-21 16:42:00,C,已出货未退款,已提现,饮料,果蔬饮料
53275,DD201708167493692028579594637,E43A6E078A04228,12.0,12.0,450ml美汁源果粒橙,2017-05-27 19:28:00,C,已出货未退款,已提现,饮料,果蔬饮料
53284,DD201708167493772202183188882,E43A6E078A04228,3.0,3.0,450ml美汁源果粒橙,2017-05-29 21:34:00,C,已出货未退款,已提现,饮料,果蔬饮料
53292,DD201708167493465663704961329,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-01 20:59:00,C,已出货未退款,已提现,饮料,果蔬饮料
53295,DD201708167493452566975712611,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-03 16:04:00,C,已出货未退款,已提现,饮料,果蔬饮料
53302,DD201708167493569770449828398,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-05 19:54:00,C,已出货未退款,已提现,饮料,果蔬饮料
53307,DD201708167493253731716128985,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-10 14:32:00,C,已出货未退款,已提现,饮料,果蔬饮料
53312,DD20170816749328111023371507,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-14 11:53:00,C,已出货未退款,已提现,饮料,果蔬饮料
53314,DD20170816749328261940253602,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-14 17:25:00,C,已出货未退款,已提现,饮料,果蔬饮料
53317,DD20170816749364375545898166,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-16 14:20:00,C,已出货未退款,已提现,饮料,果蔬饮料
53322,DD201708167493323307056297078,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-21 00:26:00,C,已出货未退款,已提现,饮料,果蔬饮料
53324,DD201708167493637378937654909,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-21 15:25:00,C,已出货未退款,已提现,饮料,果蔬饮料
53327,DD201708167493472108621626365,E43A6E078A04228,16.0,16.0,450ml美汁源果粒橙,2017-06-23 16:20:00,C,已出货未退款,已提现,饮料,果蔬饮料
53330,DD201708167493350496349861112,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-25 11:26:00,C,已出货未退款,已提现,饮料,果蔬饮料
53333,DD201708167493355560993902636,E43A6E078A04228,8.0,8.0,450ml美汁源果粒橙,2017-06-26 10:42:00,C,已出货未退款,已提现,饮料,果蔬饮料
53334,DD201708167493356615586546681,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-06-26 15:45:00,C,已出货未退款,已提现,饮料,果蔬饮料
53358,DD201708167493440372355949753,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-07-07 21:05:00,C,已出货未退款,已提现,饮料,果蔬饮料
53363,DD201708167493099540740273627,E43A6E078A04228,3.0,3.0,450ml美汁源果粒橙,2017-07-27 19:02:00,C,已出货未退款,已提现,饮料,果蔬饮料
53365,DD201708167493425070464809521,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-07-28 16:31:00,C,已出货未退款,已提现,饮料,果蔬饮料
53374,DD20170816749391739995907776,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-08-20 14:45:00,C,已出货未退款,已提现,饮料,果蔬饮料
53375,DD201708167493419857532713643,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-08-28 16:48:00,C,已出货未退款,已提现,饮料,果蔬饮料
53394,DD201708167493687993659470064,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-09-09 16:49:00,C,已出货未退款,已提现,饮料,果蔬饮料
53396,DD20170816749375947035286219,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-09-10 08:58:00,C,已出货未退款,已提现,饮料,果蔬饮料
53410,DD201708167493833316174275755,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-09-15 21:48:00,C,已出货未退款,已提现,饮料,果蔬饮料
53413,DD2017081674930552589471384455,E43A6E078A04228,3.0,3.0,450ml美汁源果粒橙,2017-09-17 17:51:00,C,已出货未退款,已提现,饮料,果蔬饮料
53424,DD201708167493101297721617504,E43A6E078A04228,3.0,3.0,450ml美汁源果粒橙,2017-09-21 21:41:00,C,已出货未退款,已提现,饮料,果蔬饮料
53425,DD201708167493800587477226361,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-09-22 08:14:00,C,已出货未退款,已提现,饮料,果蔬饮料
53429,DD201708167493197182164045076,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-09-22 17:08:00,C,已出货未退款,已提现,饮料,果蔬饮料
53434,DD201708167493225184580929359,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-09-24 16:03:00,C,已出货未退款,已提现,饮料,果蔬饮料
53435,DD201708167493159325129182057,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-09-24 17:00:00,C,已出货未退款,已提现,饮料,果蔬饮料
53455,DD201708167493398127722135656,E43A6E078A04228,8.0,8.0,450ml美汁源果粒橙,2017-10-02 22:42:00,C,已出货未退款,已提现,饮料,果蔬饮料
53458,DD201708167493414535179645563,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-10-05 09:22:00,C,已出货未退款,已提现,饮料,果蔬饮料
53462,DD201708167493436596439857912,E43A6E078A04228,3.5,3.5,450ml美汁源果粒橙,2017-10-08 21:02:00,C,已出货未退款,已提现,饮料,果蔬饮料
53468,DD201708167493444264344413138,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-10-12 17:40:00,C,已出货未退款,已提现,饮料,果蔬饮料
53476,DD20170816749354241439316146,E43A6E078A04228,8.0,8.0,450ml美汁源果粒橙,2017-10-19 15:10:00,C,已出货未退款,已提现,饮料,果蔬饮料
53479,DD201708167493561069060263527,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-10-20 22:37:00,C,已出货未退款,已提现,饮料,果蔬饮料
53496,DD201708167493874004635107977,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-10-29 15:58:00,C,已出货未退款,已提现,饮料,果蔬饮料
53503,DD201708167493690036646154703,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-03 11:04:00,C,已出货未退款,已提现,饮料,果蔬饮料
53506,DD201708167493720383127547307,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-04 18:27:00,C,已出货未退款,已提现,饮料,果蔬饮料
53510,DD201708167493688458219226553,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-06 16:14:00,C,已出货未退款,已提现,饮料,果蔬饮料
53515,DD201708167493663696285856899,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-07 18:11:00,C,已出货未退款,已提现,饮料,果蔬饮料
53529,DD201708167493722985078209217,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-11 18:39:00,C,已出货未退款,已提现,饮料,果蔬饮料
53534,DD201708167493666689098536913,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-13 16:25:00,C,已出货未退款,已提现,饮料,果蔬饮料
53547,DD2017081674930640468242877969,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-15 16:32:00,C,已出货未退款,已提现,饮料,果蔬饮料
53549,DD201708167493772278691433088,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-16 19:17:00,C,已出货未退款,已提现,饮料,果蔬饮料
53550,DD201708167493590774481482292,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-16 23:42:00,C,已出货未退款,已提现,饮料,果蔬饮料
53554,DD201708167493314474702414407,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-18 16:34:00,C,已出货未退款,已提现,饮料,果蔬饮料
53559,DD2017081674930585538425002255,E43A6E078A04228,3.0,3.0,450ml美汁源果粒橙,2017-11-19 16:04:00,C,已出货未退款,已提现,饮料,果蔬饮料
53560,DD20170816749389371184621342,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-11-19 16:38:00,C,已出货未退款,已提现,饮料,果蔬饮料
53581,DD201708167493772540382620698,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-12-04 00:36:00,C,已出货未退款,已提现,饮料,果蔬饮料
53585,DD2017081674930817180500215825,E43A6E078A04228,4.0,4.0,450ml美汁源果粒橙,2017-12-05 03:35:00,C,已出货未退款,已提现,饮料,果蔬饮料
53588,DD201708167493651054567518157,E43A6E078A04228,12.0,12.0,450ml美汁源果粒橙,2017-12-09 21:12:00,C,已出货未退款,已提现,饮料,果蔬饮料
53609,DD201708167493855263021279767,E43A6E078A04228,6.0,6.0,无穷烤鸡小腿（蜂蜜）,2017-01-09 03:23:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53663,DD201708167493260356573636776,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-06-11 10:36:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53670,DD201708167493478020882322192,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-07-02 08:52:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53677,DD201708167493239574200522432,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-09-08 19:37:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53678,DD201708167493841351187605609,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-09-09 10:28:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53682,DD201708167493803763489539755,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-09-11 17:33:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53688,DD201708167493158441222432238,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-09-23 16:12:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53693,DD201708167493399278651627668,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-10-03 00:10:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53694,DD201708167493434489585964206,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-10-08 12:21:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53705,DD201708167493590433844233623,E43A6E078A04228,9.0,9.0,无穷烤鸡小腿（蜂蜜）,2017-10-24 07:54:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53708,DD201708167493610688510862416,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-10-26 11:42:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
53714,DD201708167493000290695908794824,E43A6E078A04228,3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017-11-06 15:50:00,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
